224,28,45,20
225,28,470,8
226,28,458,10
227,28,432,14
228,28,418,8
229,28,550,6
230,28,542,3
231,28,264,2
232,29,341,8
233,29,578,9
234,29,203,3
235,29,342,10
236,29,101,12
237,29,519,20
238,29,143,9
239,29,364,3
240,30,386,14
241,30,64,1
242,30,573,13
243,30,58,14
244,30,199,2
245,30,366,8
246,30,183,7
247,30,399,11
248,31,568,2
249,31,159,16
250,31,116,20
251,31,468,14
252,31,523,7
253,31,337,14
254,31,208,3
255,31,574,12
256,32,544,5
257,32,525,7
258,32,232,13
259,32,195,2
260,32,163,18
261,32,70,6
262,32,237,14
263,32,25,4
264,33,310,12
265,33,289,11
266,33,486,5
267,33,235,7
268,33,25,18
269,33,565,1
270,33,176,19
271,33,501,19
272,34,36,14
273,34,202,4
274,34,63,4
275,34,101,9
276,34,345,9
277,34,539,15
278,34,499,15
279,34,114,10
280,35,76,16
281,35,573,3
282,35,398,18
283,35,246,1
284,35,92,5
285,35,40,14
286,35,371,16
287,35,550,8
288,36,361,20
289,36,266,20
290,36,366,4
291,36,414,19
292,36,190,18
293,36,409,4
294,36,23,8
295,36,599,19
296,37,222,16
297,37,47,16
298,37,488,14
299,37,482,8
300,37,151,8
301,37,53,4
302,37,324,5
303,37,107,15
304,38,204,7
305,38,115,10
306,38,584,18
307,38,209,17
308,38,397,1
309,38,291,9
310,38,180,3
311,38,234,16
312,39,510,16
313,39,123,1
314,39,296,19
315,39,177,16
316,39,575,20
317,39,417,12
318,39,441,11
319,39,10,8
320,40,256,15
321,40,95,15
322,40,163,18
323,40,458,1
324,40,98,2
325,40,158,13
326,40,558,1
327,40,169,18
328,41,106,10
329,41,372,10
330,41,386,11
331,41,305,14
332,41,47,4
333,41,568,13
334,41,108,17
335,41,525,3
336,42,425,9
337,42,66,10
338,42,169,7
339,42,421,8
340,42,274,1
341,42,69,4
342,42,360,1
343,42,358,3
344,43,310,12
345,43,151,12
346,43,554,19
347,43,308,20
348,43,412,12
349,43,389,12
350,43,587,17
351,43,442,8
352,44,28,4
353,44,489,8
354,44,424,11
355,44,454,10
356,44,488,19
357,44,238,8
358,44,568,5
359,44,183,9
360,45,93,1
361,45,327,15
362,45,116,19
363,45,360,19
364,45,97,4
365,45,13,4
366,45,144,5
367,45,244,11
368,46,292,16
369,46,152,12
370,46,66,12
371,46,402,15
372,46,89,11
373,46,131,14
374,46,592,19
375,46,128,19
376,47,107,17
377,47,90,14
378,47,492,6
379,47,312,7
380,47,394,5
381,47,84,10
382,47,33,18
383,47,472,4
384,48,517,1
385,48,211,11
386,48,332,7
387,48,35,15
388,48,8,2
389,48,56,12
390,48,77,4
391,48,291,16
392,49,365,13
393,49,457,1
394,49,37,1
395,49,320,12
396,49,484,6
397,49,317,1
398,49,392,12
399,49,280,19
400,50,188,8
401,50,29,5
402,50,154,19
403,50,87,11
404,50,481,3
405,50,90,6
406,50,19,16
407,50,133,18
408,51,574,20
409,51,83,6
410,51,509,13
411,51,109,15
412,51,514,7
413,51,509,10
414,51,498,15
415,51,225,16
416,52,77,20
417,52,387,5
418,52,424,2
419,52,593,17
420,52,177,14
421,52,285,19
422,52,6,10
423,52,243,3
424,53,499,6
425,53,234,10
426,53,558,15
427,53,569,2
428,53,168,1
429,53,48,13
430,53,259,6
431,53,264,20
432,54,283,1
433,54,184,3
434,54,442,6
435,54,261,2
436,54,75,15
437,54,373,12
438,54,450,8
439,54,120,13
440,55,535,15
441,55,499,3
442,55,197,2
443,55,338,14
444,55,139,19
445,55,409,17
446,55,527,3
447,55,8,1
448,56,386,8
449,56,449,4
450,56,460,16
451,56,455,6
452,56,276,10
453,56,149,16
454,56,523,12
455,56,263,3
456,57,446,4
457,57,401,13
458,57,575,12
459,57,67,8
460,57,495,1
461,57,285,14
462,57,26,4
463,57,157,12
464,58,238,12
465,58,106,20
466,58,321,20
467,58,460,10
468,58,543,20
469,58,138,16
470,58,341,3
471,58,111,17
472,59,533,20
473,59,33,8
474,59,398,11
475,59,512,10
476,59,295,12
477,59,520,13
478,59,95,1
479,59,539,1
480,60,492,9
481,60,598,10
482,60,103,1
483,60,110,8
484,60,584,12
485,60,415,11
486,60,260,12
487,60,377,6
488,61,543,11
489,61,311,18
490,61,23,13
491,61,125,9
492,61,351,18
493,61,373,18
494,61,132,20
495,61,462,17
496,62,432,19
497,62,122,10
498,62,32,5
499,62,491,6
500,62,324,15
501,62,497,18
502,62,51,17
503,62,90,4
504,63,273,18
505,63,447,18
506,63,494,14
507,63,510,14
508,63,347,9
509,63,81,8
510,63,476,3
511,63,499,18
512,64,468,19
513,64,2,13
514,64,178,18
515,64,310,14
516,64,343,11
517,64,572,8
518,64,552,16
519,64,599,6
520,65,22,12
521,65,92,18
522,65,295,16
523,65,336,19
524,65,488,9
525,65,408,16
526,65,170,3
527,65,60,13
528,66,431,16
529,66,138,19
530,66,199,5
531,66,251,6
532,66,75,18
533,66,323,18
534,66,597,10
535,66,458,4
536,67,66,9
537,67,290,6
538,67,501,5
539,67,5,2
540,67,218,4
541,67,341,1
542,67,371,12
543,67,255,15
544,68,218,10
545,68,597,19
546,68,276,18
547,68,478,20
548,68,174,15
549,68,588,16
550,68,423,19
551,68,89,18
552,69,298,17
553,69,455,3
554,69,158,2
555,69,331,13
556,69,411,4
557,69,61,16
558,69,44,10
559,69,551,10
560,70,595,2
561,70,15,18
562,70,261,12
563,70,179,2
564,70,372,11
565,70,96,17
566,70,291,10
567,70,23,16
568,71,289,1
569,71,69,12
570,71,381,7
571,71,485,6
572,71,346,4
573,71,332,8
574,71,343,16
575,71,368,12
576,72,454,19
577,72,206,19
578,72,230,8
579,72,423,14
580,72,368,5
581,72,206,1
582,72,299,17
583,72,64,10
584,73,452,20
585,73,240,10
586,73,53,16
587,73,231,20
588,73,80,5
589,73,357,14
590,73,441,4
591,73,62,19
592,74,526,9
593,74,20,7
594,74,587,7
595,74,340,6
596,74,214,9
597,74,120,9
598,74,60,2
599,74,545,4
600,75,502,18
601,75,590,17
602,75,251,20
603,75,301,10
604,75,123,17
605,75,237,1
606,75,30,12
607,75,198,17
608,76,439,4
609,76,117,13
610,76,400,18
611,76,576,9
612,76,123,15
613,76,242,13
614,76,18,14
615,76,332,18
616,77,339,4
617,77,249,12
618,77,92,17
619,77,532,2
620,77,15,10
621,77,63,14
622,77,74,12
623,77,66,12
624,78,342,17
625,78,487,10
626,78,441,8
627,78,310,10
628,78,514,12
629,78,514,16
630,78,264,12
631,78,599,16
632,79,592,5
633,79,566,8
634,79,378,17
635,79,222,15
636,79,231,16
637,79,369,20
638,79,496,6
639,79,288,2
640,80,278,15
641,80,180,1
642,80,217,3
643,80,594,3
644,80,455,3
645,80,50,19
646,80,468,6
647,80,228,14
648,81,448,5
649,81,360,16
650,81,266,1
651,81,81,12
652,81,71,9
653,81,188,4
654,81,110,20
655,81,563,9
656,82,507,2
657,82,536,7
658,82,454,13
659,82,480,3
660,82,127,4
661,82,495,13
662,82,545,2
663,82,545,4
664,83,568,8
665,83,412,8
666,83,216,4
667,83,0,19
668,83,251,7
669,83,591,9
670,83,575,8
671,83,343,15
672,84,242,19
673,84,97,20
674,84,554,4
675,84,101,14
676,84,478,7
677,84,436,6
678,84,330,9
679,84,273,14
680,85,347,15
681,85,293,14
682,85,280,11
683,85,527,7
684,85,136,5
685,85,300,4
686,85,102,15
687,85,472,7
688,86,78,5
689,86,217,19
690,86,275,8
691,86,219,7
692,86,262,5
693,86,134,20
694,86,309,3
695,86,417,17
696,87,118,5
697,87,545,19
698,87,518,3
699,87,250,4
700,87,482,4
701,87,72,1
702,87,49,16
703,87,90,20
704,88,236,12
705,88,204,20
706,88,187,11
707,88,320,16
708,88,22,17
709,88,457,8
710,88,532,16
711,88,531,19
712,89,451,10
713,89,50,10
714,89,389,6
715,89,189,14
716,89,116,2
717,89,158,11
718,89,194,10
719,89,546,12
720,90,407,4
721,90,96,16
722,90,223,19
723,90,55,12
724,90,439,16
725,90,584,1
726,90,308,11
727,90,509,1
728,91,481,7
729,91,100,20
730,91,51,20
731,91,397,4
732,91,218,17
733,91,92,2
734,91,558,8
735,91,578,10
736,92,291,2
737,92,294,7
738,92,491,9
739,92,260,7
740,92,191,20
741,92,264,12
742,92,218,5
743,92,497,7
744,93,193,10
745,93,245,12
746,93,251,3
747,93,172,20
748,93,449,13
749,93,243,19
750,93,161,15
751,93,376,10
752,94,213,9
753,94,373,16
754,94,3,9
755,94,403,1
756,94,321,19
757,94,549,8
758,94,200,14
759,94,397,6
760,95,338,13
761,95,598,4
762,95,488,5
763,95,272,1
764,95,588,12
765,95,162,2
766,95,63,3
767,95,23,4
768,96,65,9
769,96,7,4
770,96,283,15
771,96,297,18
772,96,266,12
773,96,18,15
774,96,179,10
775,96,532,16
776,97,589,20
777,97,430,20
778,97,183,11
779,97,4,15
780,97,39,20
781,97,171,2
782,97,204,20
783,97,387,7
784,98,521,18
785,98,505,10
786,98,183,18
787,98,184,10
788,98,549,8
789,98,36,5
790,98,47,4
791,98,202,18
792,99,504,9
793,99,351,5
794,99,445,5
795,99,140,14
796,99,471,8
797,99,163,8
798,99,172,5
799,99,16,9
800,100,251,5
801,100,439,10
802,100,483,19
803,100,294,5
804,100,127,9
805,100,158,3
806,100,95,14
807,100,516,13
808,101,158,18
809,101,246,14
810,101,52,14
811,101,36,10
812,101,280,8
813,101,597,7
814,101,515,19
815,101,179,1
816,102,443,5
817,102,188,10
818,102,442,18
819,102,422,7
820,102,403,5
821,102,6,8
822,102,1,6
823,102,236,11
824,103,388,3
825,103,39,8
826,103,337,20
827,103,321,3
828,103,356,17
829,103,486,12
830,103,37,14
831,103,206,15
832,104,460,3
833,104,549,19
834,104,290,11
835,104,572,12
836,104,189,4
837,104,493,13
838,104,200,13
839,104,320,14
840,105,317,6
841,105,421,19
842,105,144,17
843,105,261,6
844,105,361,14
845,105,50,10
846,105,589,2
847,105,319,19
848,106,490,5
849,106,461,20
850,106,69,14
851,106,388,12
852,106,506,4
853,106,90,10
854,106,535,14
855,106,331,20
856,107,70,13
857,107,149,10
858,107,509,18
859,107,86,1
860,107,27,19
861,107,148,2
862,107,297,10
863,107,337,9
864,108,202,13
865,108,250,18
866,108,265,10
867,108,282,3
868,108,446,7
869,108,255,14
870,108,284,11
871,108,377,15
872,109,90,7
873,109,2,13
874,109,187,3
875,109,71,17
876,109,381,5
877,109,425,15
878,109,419,20
879,109,536,13
880,110,399,14
881,110,357,12
882,110,584,8
883,110,466,6
884,110,355,16
885,110,529,10
886,110,249,18
887,110,118,1
888,111,181,12
889,111,377,6
890,111,408,19
891,111,564,10
892,111,51,6
893,111,357,18
894,111,504,10
895,111,192,11
896,112,542,9
897,112,93,4
898,112,479,8
899,112,313,19
900,112,223,8
901,112,300,13
902,112,91,16
903,112,526,12
904,113,516,1
905,113,78,6
906,113,303,4
907,113,105,16
908,113,218,8
909,113,331,10
910,113,84,1
911,113,526,7
912,114,154,5
913,114,436,14
914,114,266,18
915,114,586,3
916,114,270,5
917,114,459,3
918,114,374,17
919,114,437,15
920,115,106,17
921,115,493,15
922,115,531,20
923,115,458,12
924,115,533,15
925,115,296,8
926,115,596,8
927,115,364,6
928,116,359,18
929,116,127,7
930,116,29,1
931,116,393,10
932,116,10,9
933,116,443,2
934,116,302,20
935,116,16,17
936,117,387,20
937,117,25,1
938,117,130,12
939,117,348,12
940,117,313,1
941,117,552,8
942,117,210,13
943,117,16,14
944,118,138,20
945,118,457,14
946,118,492,15
947,118,506,17
948,118,26,16
949,118,415,3
950,118,7,14
951,118,274,4
952,119,436,18
953,119,511,11
954,119,38,3
955,119,121,13
956,119,192,20
957,119,126,17
958,119,83,18
959,119,573,16
960,120,326,16
961,120,7,16
962,120,203,6
963,120,409,6
964,120,335,12
965,120,284,13
966,120,597,8
967,120,375,19
968,121,481,8
969,121,122,10
970,121,372,7
971,121,39,19
972,121,577,7
973,121,383,15
974,121,98,12
975,121,311,8
976,122,184,8
977,122,93,17
978,122,149,10
979,122,514,2
980,122,239,7
981,122,158,5
982,122,292,11
983,122,163,17
984,123,501,5
985,123,183,17
986,123,464,2
987,123,57,19
988,123,134,19
989,123,439,3
990,123,157,19
991,123,362,6
992,124,547,19
993,124,431,8
994,124,424,17
995,124,298,18
996,124,166,12
997,124,177,6
998,124,320,10
999,124,578,20
1000,125,420,9
1001,125,210,17
1002,125,94,5
1003,125,291,19
1004,125,395,11
1005,125,169,17
1006,125,599,14
1007,125,410,11
1008,126,251,14
1009,126,232,6
1010,126,142,5
1011,126,52,16
1012,126,183,3
1013,126,400,18
1014,126,364,20
1015,126,584,19
1016,127,42,13
1017,127,302,10
1018,127,306,8
1019,127,266,17
1020,127,596,7
1021,127,530,16
1022,127,307,7
1023,127,387,13
1024,128,301,3
1025,128,380,2
1026,128,293,16
1027,128,380,14
1028,128,414,1
1029,128,568,9
1030,128,358,8
1031,128,98,10
1032,129,580,12
1033,129,328,2
1034,129,240,10
1035,129,536,3
1036,129,110,11
1037,129,254,9
1038,129,119,16
1039,129,98,17
1040,130,148,17
1041,130,345,4
1042,130,135,8
1043,130,278,14
1044,130,24,17
1045,130,348,4
1046,130,328,11
1047,130,355,1
1048,131,422,14
1049,131,356,4
1050,131,172,4
1051,131,267,19
1052,131,101,12
1053,131,80,19
1054,131,245,2
1055,131,394,12
1056,132,517,16
1057,132,17,2
1058,132,49,9
1059,132,326,2
1060,132,8,3
1061,132,433,18
1062,132,344,1
1063,132,454,16
1064,133,435,7
1065,133,214,10
1066,133,153,3
1067,133,365,3
1068,133,396,16
1069,133,93,3
1070,133,170,20
1071,133,231,20
1072,134,139,9
1073,134,281,9
1074,134,127,1
1075,134,264,20
1076,134,538,20
1077,134,107,4
1078,134,416,9
1079,134,241,3
1080,135,327,12
1081,135,465,12
1082,135,477,16
1083,135,28,13
1084,135,279,18
1085,135,457,20
1086,135,194,8
1087,135,429,19
1088,136,90,2
1089,136,212,11
1090,136,349,18
1091,136,377,2
1092,136,379,7
1093,136,565,2
1094,136,149,9
1095,136,536,14
1096,137,31,20
1097,137,401,19
1098,137,322,14
1099,137,395,11
1100,137,418,15
1101,137,591,3
1102,137,401,16
1103,137,496,11
1104,138,487,18
1105,138,311,12
1106,138,23,1
1107,138,155,10
1108,138,559,12
1109,138,156,15
1110,138,539,7
1111,138,477,17
1112,139,542,19
1113,139,60,19
1114,139,278,16
1115,139,311,19
1116,139,146,1
1117,139,468,7
1118,139,595,5
1119,139,484,10
1120,140,373,18
1121,140,214,12
1122,140,297,6
1123,140,276,2
1124,140,200,15
1125,140,172,11
1126,140,118,12
1127,140,165,12
1128,141,496,18
1129,141,100,15
1130,141,171,5
1131,141,42,16
1132,141,139,7
1133,141,283,1
1134,141,76,7
1135,141,334,10
1136,142,233,16
1137,142,388,13
1138,142,39,1
1139,142,263,9
1140,142,316,5
1141,142,120,3
1142,142,474,15
1143,142,205,19
1144,143,434,4
1145,143,245,20
1146,143,294,18
1147,143,66,5
1148,143,592,9
1149,143,490,16
1150,143,168,17
1151,143,153,5
1152,144,78,3
1153,144,398,6
1154,144,292,5
1155,144,208,14
1156,144,7,8
1157,144,485,11
1158,144,234,2
1159,144,152,6
1160,145,111,5
1161,145,165,1
1162,145,91,11
1163,145,401,4
1164,145,493,16
1165,145,187,5
1166,145,171,13
1167,145,56,14
1168,146,472,11
1169,146,120,13
1170,146,590,19
1171,146,515,11
1172,146,124,15
1173,146,119,2
1174,146,436,7
1175,146,362,1
1176,147,252,13
1177,147,398,18
1178,147,158,15
1179,147,61,12
1180,147,294,10
1181,147,442,11
1182,147,448,13
1183,147,426,16
1184,148,84,8
1185,148,213,6
1186,148,447,7
1187,148,469,11
1188,148,399,19
1189,148,586,17
1190,148,323,11
1191,148,343,4
1192,149,388,5
1193,149,156,9
1194,149,299,12
1195,149,505,5
1196,149,177,13
1197,149,76,7
1198,149,581,6
1199,149,312,9
1200,150,557,19
1201,150,354,18
1202,150,125,5
1203,150,328,6
1204,150,125,10
1205,150,521,7
1206,150,202,2
1207,150,259,7
1208,151,187,4
1209,151,205,3
1210,151,478,12
1211,151,457,7
1212,151,79,13
1213,151,389,13
1214,151,468,20
1215,151,135,16
1216,152,424,3
1217,152,507,9
1218,152,154,20
1219,152,178,4
1220,152,97,11
1221,152,544,13
1222,152,302,7
1223,152,386,18
1224,153,598,18
1225,153,187,18
1226,153,291,16
1227,153,130,1
1228,153,494,9
1229,153,449,8
1230,153,555,10
1231,153,523,16
1232,154,392,1
1233,154,227,2
1234,154,587,2
1235,154,70,13
1236,154,520,10
1237,154,509,2
1238,154,540,20
1239,154,225,6
1240,155,593,20
1241,155,146,6
1242,155,341,15
1243,155,550,5
1244,155,353,5
1245,155,203,20
1246,155,164,1
1247,155,81,7
1248,156,10,15
1249,156,447,5
1250,156,420,13
1251,156,64,12
1252,156,421,4
1253,156,569,7
1254,156,110,11
1255,156,11,5
1256,157,246,16
1257,157,343,11
1258,157,26,7
1259,157,363,6
1260,157,517,5
1261,157,423,2
1262,157,108,5
1263,157,516,20
1264,158,161,11
1265,158,578,3
1266,158,377,10
1267,158,364,19
1268,158,476,4
1269,158,515,15
1270,158,417,1
1271,158,123,20
1272,159,19,16
1273,159,502,3
1274,159,468,14
1275,159,123,8
1276,159,301,13
1277,159,523,18
1278,159,591,6
1279,159,184,15
1280,160,393,20
1281,160,418,16
1282,160,574,12
1283,160,7,1
1284,160,250,6
1285,160,165,7
1286,160,273,18
1287,160,63,16
1288,161,268,12
1289,161,171,17
1290,161,265,9
1291,161,404,7
1292,161,165,10
1293,161,89,15
1294,161,241,20
1295,161,497,16
1296,162,359,7
1297,162,513,15
1298,162,135,5
1299,162,27,14
1300,162,434,10
1301,162,364,15
1302,162,162,1
1303,162,267,15
1304,163,164,18
1305,163,105,11
1306,163,43,16
1307,163,569,19
1308,163,234,15
1309,163,54,14
1310,163,102,6
1311,163,147,18
1312,164,518,3
1313,164,523,5
1314,164,464,7
1315,164,302,2
1316,164,209,13
1317,164,412,6
1318,164,208,12
1319,164,73,2
1320,165,423,12
1321,165,565,1
1322,165,471,7
1323,165,151,16
1324,165,488,9
1325,165,173,14
1326,165,82,17
1327,165,499,11
1328,166,82,20
1329,166,245,17
1330,166,532,11
1331,166,203,17
1332,166,202,6
1333,166,576,8
1334,166,334,9
1335,166,358,14
1336,167,378,18
1337,167,531,12
1338,167,225,1
1339,167,272,10
1340,167,113,18
1341,167,299,16
1342,167,32,17
1343,167,387,10
1344,168,512,14
1345,168,99,16
1346,168,545,9
1347,168,478,16
1348,168,529,5
1349,168,549,6
1350,168,130,16
1351,168,455,9
1352,169,528,10
1353,169,534,4
1354,169,565,7
1355,169,562,17
1356,169,459,4
1357,169,12,19
1358,169,318,18
1359,169,289,19
1360,170,588,6
1361,170,449,13
1362,170,121,12
1363,170,11,17
1364,170,67,11
1365,170,335,20
1366,170,366,3
1367,170,335,13
1368,171,245,18
1369,171,19,8
1370,171,271,13
1371,171,39,6
1372,171,274,18
1373,171,179,20
1374,171,518,4
1375,171,512,14
1376,172,8,7
1377,172,554,13
1378,172,201,2
1379,172,30,17
1380,172,11,11
1381,172,577,13
1382,172,312,9
1383,172,290,8
1384,173,462,1
1385,173,509,20
1386,173,475,3
1387,173,589,3
1388,173,153,17
1389,173,397,6
1390,173,478,2
1391,173,436,11
1392,174,114,5
1393,174,59,19
1394,174,462,13
1395,174,467,20
1396,174,230,1
1397,174,520,17
1398,174,258,5
1399,174,124,20
1400,175,559,15
1401,175,241,9
1402,175,517,16
1403,175,319,5
1404,175,476,4
1405,175,550,14
1406,175,440,17
1407,175,281,19
1408,176,454,4
1409,176,47,16
1410,176,58,14
1411,176,311,18
1412,176,231,5
1413,176,415,13
1414,176,25,16
1415,176,577,8
1416,177,235,13
1417,177,587,7
1418,177,592,6
1419,177,201,4
1420,177,152,19
1421,177,234,12
1422,177,321,9
1423,177,387,8
1424,178,63,5
1425,178,347,15
1426,178,442,5
1427,178,205,19
1428,178,42,4
1429,178,51,17
1430,178,98,17
1431,178,126,11
1432,179,526,6
1433,179,359,9
1434,179,18,15
1435,179,456,12
1436,179,352,10
1437,179,132,2
1438,179,469,2
1439,179,311,7
1440,180,177,7
1441,180,499,17
1442,180,330,9
1443,180,497,12
1444,180,452,9
1445,180,384,12
1446,180,79,18
1447,180,221,15
1448,181,412,10
1449,181,520,20
1450,181,405,8
1451,181,94,10
1452,181,345,10
1453,181,136,15
1454,181,112,3
1455,181,24,12
1456,182,385,6
1457,182,115,14
1458,182,422,19
1459,182,23,3
1460,182,304,16
1461,182,442,3
1462,182,29,9
1463,182,236,11
1464,183,122,1
1465,183,91,11
1466,183,518,4
1467,183,33,20
1468,183,430,10
1469,183,412,13
1470,183,398,13
1471,183,353,15
1472,184,450,11
1473,184,462,13
1474,184,353,15
1475,184,3,9
1476,184,315,10
1477,184,580,1
1478,184,175,3
1479,184,310,10
1480,185,564,8
1481,185,75,15
1482,185,434,1
1483,185,196,7
1484,185,467,14
1485,185,426,16
1486,185,75,12
1487,185,104,8
1488,186,105,9
1489,186,81,10
1490,186,145,9
1491,186,273,3
1492,186,136,14
1493,186,515,19
1494,186,443,20
1495,186,503,10
1496,187,516,14
1497,187,13,7
1498,187,459,9
1499,187,3,8
1500,187,461,6
1501,187,54,9
1502,187,499,12
1503,187,32,4
1504,188,193,16
1505,188,87,18
1506,188,113,1
1507,188,318,11
1508,188,387,12
1509,188,290,4
1510,188,428,8
1511,188,339,6
1512,189,505,11
1513,189,549,12
1514,189,438,13
1515,189,90,9
1516,189,23,3
1517,189,414,4
1518,189,593,1
1519,189,46,1
1520,190,22,16
1521,190,197,1
1522,190,596,6
1523,190,541,7
1524,190,49,12
1525,190,142,13
1526,190,573,2
1527,190,79,6
1528,191,308,12
1529,191,6,13
1530,191,463,9
1531,191,501,4
1532,191,413,12
1533,191,515,12
1534,191,435,2
1535,191,548,20
1536,192,61,2
1537,192,383,10
1538,192,504,17
1539,192,250,1
1540,192,414,3
1541,192,91,6
1542,192,196,12
1543,192,101,5
1544,193,427,20
1545,193,253,15
1546,193,473,4
1547,193,201,7
1548,193,348,9
1549,193,148,6
1550,193,43,16
1551,193,592,14
1552,194,553,9
1553,194,120,2
1554,194,535,18
1555,194,409,3
1556,194,92,16
1557,194,477,1
1558,194,515,12
1559,194,595,17
1560,195,474,15
1561,195,366,6
1562,195,586,16
1563,195,312,16
1564,195,528,15
1565,195,131,1
1566,195,591,7
1567,195,333,17
1568,196,367,5
1569,196,453,12
1570,196,174,17
1571,196,478,3
1572,196,393,11
1573,196,279,1
1574,196,128,6
1575,196,492,13
1576,197,67,5
1577,197,116,13
1578,197,269,7
1579,197,200,5
1580,197,404,5
1581,197,437,2
1582,197,113,15
1583,197,70,3
1584,198,122,11
1585,198,298,5
1586,198,289,9
1587,198,205,7
1588,198,449,4
1589,198,269,12
1590,198,493,8
1591,198,452,5
1592,199,469,15
1593,199,532,20
1594,199,21,2
1595,199,340,12
1596,199,188,19
1597,199,510,4
1598,199,310,19
1599,199,282,2
1600,200,150,6
1601,200,74,20
1602,200,268,16
1603,200,491,1
1604,200,311,20
1605,200,309,14
1606,200,511,16
1607,200,71,5
1608,201,1,12
1609,201,274,20
1610,201,24,12
1611,201,408,15
1612,201,172,13
1613,201,425,12
1614,201,170,16
1615,201,490,11
1616,202,520,6
1617,202,466,2
1618,202,59,4
1619,202,146,11
1620,202,151,14
1621,202,25,8
1622,202,554,20
1623,202,457,13
1624,203,165,20
1625,203,378,17
1626,203,520,15
1627,203,416,20
1628,203,489,12
1629,203,51,9
1630,203,353,14
1631,203,187,19
1632,204,467,15
1633,204,70,18
1634,204,346,14
1635,204,144,8
1636,204,478,3
1637,204,486,10
1638,204,98,1
1639,204,247,5
1640,205,349,12
1641,205,511,10
1642,205,147,17
1643,205,24,18
1644,205,271,3
1645,205,24,20
1646,205,295,9
1647,205,18,9
1648,206,324,14
1649,206,561,17
1650,206,429,5
1651,206,512,3
1652,206,359,17
1653,206,295,15
1654,206,363,2
1655,206,91,9
1656,207,124,11
1657,207,557,11
1658,207,171,11
1659,207,93,20
1660,207,1,2
1661,207,451,16
1662,207,360,17
1663,207,441,8
1664,208,598,2
1665,208,56,6
